GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres
440070026002,164,139,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070026003,244,205,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070027001,340,297,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070027002,277,250,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070027003,372,336,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070027004,171,122,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070028001,577,419,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070028002,512,372,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070028003,401,292,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070028004,342,252,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070029001,499,358,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070029002,343,249,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070029003,550,408,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070029004,317,239,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070029005,703,509,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070031001,346,314,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070031002,278,254,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070031003,323,294,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070031004,372,311,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070031005,324,290,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070032001,446,348,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070032002,479,427,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070032003,450,398,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070032004,437,394,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070033001,873,736,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070033002,560,478,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070033003,664,580,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070033004,338,297,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070034001,679,525,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070034002,846,623,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070034003,522,432,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070034004,916,770,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070035001,539,443,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070035002,573,486,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070035003,317,274,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070035004,845,714,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036011,399,332,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036012,545,478,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036021,515,452,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036022,335,281,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036023,917,794,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070037001,359,305,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070037002,442,376,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070037003,494,421,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070037004,285,243,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101011,360,240,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101012,345,221,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101013,581,402,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101014,577,385,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101021,449,282,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101022,521,328,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101023,688,433,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070101024,468,293,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102001,334,252,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102002,221,181,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102003,391,317,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102004,330,252,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102005,297,219,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102006,294,227,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070102007,507,402,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070103001,914,651,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070103002,539,408,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070103003,430,332,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070104001,296,227,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070104002,690,556,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070104003,726,560,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070104004,490,369,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070104005,268,203,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105011,788,552,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105012,658,508,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105013,686,479,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105021,558,405,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105022,340,264,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105023,877,586,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070105024,388,259,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070106001,571,390,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070106002,1130,748,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070106003,241,162,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070106004,456,307,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070106005,358,243,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070106006,517,352,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107011,974,613,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107012,358,226,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107021,429,269,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107022,479,301,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107023,404,263,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107024,288,192,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070107025,759,521,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070108001,216,178,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070108002,482,405,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070108003,196,164,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070109001,281,219,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070109002,331,274,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070109003,340,256,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070110001,282,220,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070110002,452,380,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070110003,467,387,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070111001,301,239,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070111002,546,469,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112001,453,277,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112002,587,412,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112003,290,204,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112004,393,262,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112005,436,284,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113011,806,494,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113012,403,267,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113013,767,474,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113021,656,381,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113022,861,539,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113023,629,377,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114011,901,450,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114012,976,547,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114013,486,267,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114014,990,506,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114015,1304,693,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114021,940,479,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114022,1416,730,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114031,333,186,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114032,1227,701,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114033,880,504,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114034,1197,673,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070115001,1137,619,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070115002,453,283,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070115003,968,560,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070115004,443,277,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070116001,545,311,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070116002,714,339,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070116003,561,277,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070116004,1700,880,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070117011,1118,667,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070117012,831,480,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070117013,515,293,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070117021,615,358,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070117022,834,475,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070117023,846,445,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070118001,953,593,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070118002,626,429,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070118003,413,286,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070118004,487,293,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070118005,664,401,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070119011,946,602,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070119012,613,393,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070119021,1291,731,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070119022,748,411,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070119023,1018,543,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070120001,670,417,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070120002,886,559,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070120003,466,303,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070120004,466,290,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070120005,670,410,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121021,570,359,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121022,618,395,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121023,501,327,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121024,360,227,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121031,711,460,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121032,510,305,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121041,464,299,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121042,502,324,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070121043,983,597,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122001,562,295,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122002,1211,630,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003,364,194,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122004,1707,847,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070123001,636,351,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070123002,1294,700,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070123003,1434,810,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124011,323,203,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124012,432,245,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124013,506,309,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124014,781,437,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124015,308,161,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124016,920,534,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124021,615,336,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124022,714,366,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070125001,744,440,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070125002,1051,627,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070125003,506,278,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126011,463,236,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126012,523,264,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126021,610,334,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126022,616,340,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126023,614,352,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126024,449,259,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126025,527,264,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126026,819,447,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127011,650,336,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127012,826,435,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127013,1700,870,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127021,1383,709,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127022,540,294,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127023,610,324,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128011,662,352,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128012,753,416,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128013,940,547,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128021,474,248,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128022,814,429,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128031,975,512,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070128032,1632,786,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070129001,686,386,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070129002,616,334,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070129003,389,201,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070129004,373,203,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130011,480,244,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130012,365,200,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130013,633,352,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130021,1344,647,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130022,650,339,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130023,751,414,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070130024,768,410,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070131011,1197,596,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070131012,724,377,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070131013,545,274,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070131021,996,466,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070131022,785,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070131023,1007,542,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132011,460,207,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132012,698,314,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132013,827,386,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132014,473,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132021,1127,558,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132022,1242,543,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132023,1102,525,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070133001,710,376,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070133002,634,335,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070133003,613,314,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070133004,608,312,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070134001,475,364,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070134002,570,414,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070134003,343,237,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070134004,730,502,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070135001,444,348,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070135002,239,188,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070135003,290,228,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070135004,319,241,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070135005,830,598,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070136001,561,403,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070136002,260,180,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070136003,553,392,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137011,433,311,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137012,441,301,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137013,363,238,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137014,480,316,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137021,419,295,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137022,511,361,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070137023,419,284,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070138001,479,303,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070138002,495,313,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070138003,416,264,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070138004,486,319,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070138005,615,397,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070139001,449,237,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070139002,282,162,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070139003,470,259,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070140001,482,327,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070140002,543,372,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070140003,728,494,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070140004,359,214,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070140005,413,252,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070141001,511,341,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070141002,347,232,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070141003,299,215,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070141004,363,248,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070142001,345,203,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070142002,1299,740,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070142003,497,284,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070143001,307,180,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070143002,843,455,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070143003,777,416,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070143004,727,389,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070144001,1008,541,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070144002,284,158,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070144003,480,274,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145011,1313,654,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145012,498,257,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145013,1071,560,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145021,952,488,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145022,890,495,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145023,489,301,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070146001,564,316,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070146002,1915,906,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070146003,1272,683,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070147001,467,301,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070147002,502,329,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070147003,330,227,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070147004,386,231,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070147005,329,202,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070147006,445,278,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070148001,981,587,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070148002,936,502,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070148003,738,413,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070150001,694,507,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070150002,873,616,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070151001,426,397,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070151002,326,287,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070151003,302,268,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070152001,506,409,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070152002,210,172,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070153001,320,250,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070153002,256,198,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070154001,226,169,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070154002,356,271,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070155001,337,237,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070155002,312,220,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070155003,418,300,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070155004,268,189,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070156001,254,175,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070156002,213,153,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070156003,315,235,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070157001,444,280,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070157002,539,361,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070157003,575,371,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070157004,207,142,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070158001,392,264,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070158002,328,227,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070158003,285,194,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070158004,303,209,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070158005,295,209,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070159001,296,214,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070159002,272,191,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070159003,294,207,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070159004,225,166,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070160001,227,186,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070160002,282,213,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070160003,444,344,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070161001,171,138,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070161002,166,136,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070161003,308,260,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070161004,318,269,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070163001,492,337,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070163002,494,336,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070163003,286,196,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070164001,599,493,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070164002,463,373,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070164003,169,147,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070165001,634,515,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070165002,574,458,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
